Code,Destination,Connect Cost(BRL),Included Seconds,Per Minute Cost(BRL),Initial Increment,Increment,Rate Group,Status,Created Date
55818,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55819,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55826,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55827,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55828,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55829,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55836,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55837,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55838,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55839,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55846,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55847,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55848,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55849,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55856,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55857,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55858,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55859,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55866,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55867,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55868,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55869,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55876,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55877,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55878,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55879,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55886,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55887,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55888,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55889,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55896,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55897,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55898,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55899,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55906,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55907,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55908,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55909,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55916,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55917,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55918,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55919,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55926,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55927,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55928,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55929,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55936,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55937,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55938,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55939,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55946,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55947,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55948,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55949,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55956,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55957,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55958,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55959,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55966,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55967,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55968,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55969,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55976,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55977,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55978,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55979,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55986,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55987,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55988,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55989,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55996,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55997,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55998,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55999,Movel,0.4,3,0.8,30,6,Padrao,Active,9/12/2017 18:35
55,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511,Local,0.135,3,0.27,30,6,Padrao,Active,9/12/2017 18:35
55112118,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112119,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112136,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112152,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112267,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112298,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112299,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112328,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112390,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112396,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112397,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112398,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112399,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112410,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112415,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112416,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112417,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112418,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112419,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112420,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112426,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112427,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112428,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112429,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112430,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112434,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112435,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112448,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112449,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112454,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112473,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112474,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112490,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112491,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112493,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112494,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112510,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112517,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112519,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112520,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112530,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112531,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112550,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112570,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112580,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112616,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112617,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112708,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112709,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112715,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112716,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112750,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112780,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112811,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112816,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112817,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112840,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112850,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112881,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112882,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55112923,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113000,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113001,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113002,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113109,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113128,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113182,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113220,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113308,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113309,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113317,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113378,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113379,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113395,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113401,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113402,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113403,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113404,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113407,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113408,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113413,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113414,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113417,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113446,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113517,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113963,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55113964,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511401,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114010,Local,0.135,3,0.27,30,6,Padrao,Active,9/12/2017 18:35
5511402,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114020,Local,0.135,3,0.27,30,6,Padrao,Active,9/12/2017 18:35
5511403,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114041,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114042,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114045,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114046,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114065,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114068,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114073,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114074,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114086,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114087,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114088,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114089,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114098,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114136,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114140,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114204,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114216,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114217,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114246,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114288,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114289,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114290,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114291,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
551143409,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114402,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114403,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114404,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114405,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114406,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511441,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114419,Local,0.135,3,0.27,30,6,Padrao,Active,9/12/2017 18:35
55114430,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114431,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114456,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114480,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114481,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114487,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511449,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114498,Local,0.135,3,0.27,30,6,Padrao,Active,9/12/2017 18:35
5511452,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511453,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114570,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114579,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511458,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511459,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114601,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114602,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114603,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114606,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114607,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114630,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114631,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114632,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114633,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114659,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114660,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114670,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114671,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114672,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114673,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114684,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114685,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114686,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114687,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114708,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114709,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
5511471,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114720,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114740,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114784,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114805,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114806,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114807,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114808,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114809,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114810,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114812,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114813,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114814,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114815,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114816,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114817,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114818,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114834,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114835,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114836,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114850,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114881,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114885,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114886,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114887,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114888,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114891,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114892,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114893,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114894,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114895,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114896,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114897,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114956,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114961,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114985,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114986,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
55114987,LDN,0.195,3,0.39,30,6,Padrao,Active,9/12/2017 18:35
